#VARIABLE,SUBVAR,NAME,SHORTNAME,COMMENT,MAXIMUM,MINIMUM,ACCURACY,ELECCHARGE,MOLAREQUIV,CASREF,MEASMETHOD,MAPVAR,VARTRACE,CATEGORY1,CATEGORY2,DBVER22,DATECREATE,TIMECREATE,USERCREATE,DATEMOD,TIMEMOD,USERMOD
8815,11,Diceras,Diceras (Number of Cells/m),,1,-0.00001,0,N,0,,APHA(2005)2130B; AS1006(1995); ASTM(2010)D3977-97; Hunter\044 H. M.\044 Standley\044 J. & Cowie\044 B. A. (1984),0,,,,F,01/03/2013,0,SPETCHEL,01/03/2013,1009,SPETCHEL
8815,12,Diceras,Diceras (Number of Cells/m),,1,-0.00001,0,N,0,,APHA(2005)2130B; AS1006(1995); ASTM(2010)D3977-97; Hunter\044 H. M.\044 Standley\044 J. & Cowie\044 B. A. (1984),0,,,,F,01/03/2013,0,SPETCHEL,01/03/2013,1009,SPETCHEL
8816,11,Diceras chodati,Diceras chodati (Number of Cells/m),,1,-0.00001,0,N,0,,APHA(2005)2130B; AS1006(1995); ASTM(2010)D3977-97; Hunter\044 H. M.\044 Standley\044 J. & Cowie\044 B. A. (1984),0,,,,F,01/03/2013,0,SPETCHEL,01/03/2013,1009,SPETCHEL
8816,12,Diceras chodati,Diceras chodati (Number of Cells/m),,1,-0.00001,0,N,0,,APHA(2005)2130B; AS1006(1995); ASTM(2010)D3977-97; Hunter\044 H. M.\044 Standley\044 J. & Cowie\044 B. A. (1984),0,,,,F,01/03/2013,0,SPETCHEL,01/03/2013,1009,SPETCHEL
8821,11,Sub-phyllum CYANOPHYCEAE - total count,Sub-phyllum CYANOPHYCEAE - total count (,,1,-0.00001,0,N,0,,APHA(2005)2130B; AS1006(1995); ASTM(2010)D3977-97; Hunter\044 H. M.\044 Standley\044 J. & Cowie\044 B. A. (1984),0,,,,F,01/03/2013,0,SPETCHEL,01/03/2013,1009,SPETCHEL
8821,12,Sub-phyllum CYANOPHYCEAE - total count,Sub-phyllum CYANOPHYCEAE - total count (,,1,-0.00001,0,N,0,,APHA(2005)2130B; AS1006(1995); ASTM(2010)D3977-97; Hunter\044 H. M.\044 Standley\044 J. & Cowie\044 B. A. (1984),0,,,,F,01/03/2013,0,SPETCHEL,01/03/2013,1009,SPETCHEL
8822,11,Sub-phyllum CYANOPHYCEAE - unknown genus,Sub-phyllum CYANOPHYCEAE - unknown genus,,1,-0.00001,0,N,0,,APHA(2005)2130B; AS1006(1995); ASTM(2010)D3977-97; Hunter\044 H. M.\044 Standley\044 J. & Cowie\044 B. A. (1984),0,,,,F,01/03/2013,0,SPETCHEL,01/03/2013,1009,SPETCHEL
8822,12,Sub-phyllum CYANOPHYCEAE - unknown genus,Sub-phyllum CYANOPHYCEAE - unknown genus,,1,-0.00001,0,N,0,,APHA(2005)2130B; AS1006(1995); ASTM(2010)D3977-97; Hunter\044 H. M.\044 Standley\044 J. & Cowie\044 B. A. (1984),0,,,,F,01/03/2013,0,SPETCHEL,01/03/2013,1009,SPETCHEL
8823,11,Filamentous blue-green algae,Filamentous blue-green algae (Number of,,1,-0.00001,0,N,0,,APHA(2005)2130B; AS1006(1995); ASTM(2010)D3977-97; Hunter\044 H. M.\044 Standley\044 J. & Cowie\044 B. A. (1984),0,,,,F,01/03/2013,0,SPETCHEL,01/03/2013,1009,SPETCHEL
8823,12,Filamentous blue-green algae,Filamentous blue-green algae (Number of,,1,-0.00001,0,N,0,,APHA(2005)2130B; AS1006(1995); ASTM(2010)D3977-97; Hunter\044 H. M.\044 Standley\044 J. & Cowie\044 B. A. (1984),0,,,,F,01/03/2013,0,SPETCHEL,01/03/2013,1009,SPETCHEL
8831,11,Order Chroococcales - total count,Order Chroococcales - total count (Numbe,,1,-0.00001,0,N,0,,APHA(2005)2130B; AS1006(1995); ASTM(2010)D3977-97; Hunter\044 H. M.\044 Standley\044 J. & Cowie\044 B. A. (1984),0,,,,F,01/03/2013,0,SPETCHEL,01/03/2013,1009,SPETCHEL
8831,12,Order Chroococcales - total count,Order Chroococcales - total count (Numbe,,1,-0.00001,0,N,0,,APHA(2005)2130B; AS1006(1995); ASTM(2010)D3977-97; Hunter\044 H. M.\044 Standley\044 J. & Cowie\044 B. A. (1984),0,,,,F,01/03/2013,0,SPETCHEL,01/03/2013,1009,SPETCHEL
8832,11,Order Chroococcales - unknown genus,Order Chroococcales - unknown genus (Num,,1,-0.00001,0,N,0,,APHA(2005)2130B; AS1006(1995); ASTM(2010)D3977-97; Hunter\044 H. M.\044 Standley\044 J. & Cowie\044 B. A. (1984),0,,,,F,01/03/2013,0,SPETCHEL,01/03/2013,1009,SPETCHEL
8832,12,Order Chroococcales - unknown genus,Order Chroococcales - unknown genus (Num,,1,-0.00001,0,N,0,,APHA(2005)2130B; AS1006(1995); ASTM(2010)D3977-97; Hunter\044 H. M.\044 Standley\044 J. & Cowie\044 B. A. (1984),0,,,,F,01/03/2013,0,SPETCHEL,01/03/2013,1009,SPETCHEL
8833,11,Aphanocapsa,Aphanocapsa (Number of Cells/m),,1,-0.00001,0,N,0,,APHA(2005)2130B; AS1006(1995); ASTM(2010)D3977-97; Hunter\044 H. M.\044 Standley\044 J. & Cowie\044 B. A. (1984),0,,,,F,01/03/2013,0,SPETCHEL,01/03/2013,1009,SPETCHEL
8833,12,Aphanocapsa,Aphanocapsa (Number of Cells/m),,1,-0.00001,0,N,0,,APHA(2005)2130B; AS1006(1995); ASTM(2010)D3977-97; Hunter\044 H. M.\044 Standley\044 J. & Cowie\044 B. A. (1984),0,,,,F,01/03/2013,0,SPETCHEL,01/03/2013,1009,SPETCHEL
8834,11,Aphanothece,Aphanothece (Number of Cells/m),,1,-0.00001,0,N,0,,APHA(2005)2130B; AS1006(1995); ASTM(2010)D3977-97; Hunter\044 H. M.\044 Standley\044 J. & Cowie\044 B. A. (1984),0,,,,F,01/03/2013,0,SPETCHEL,01/03/2013,1009,SPETCHEL
8834,12,Aphanothece,Aphanothece (Number of Cells/m),,1,-0.00001,0,N,0,,APHA(2005)2130B; AS1006(1995); ASTM(2010)D3977-97; Hunter\044 H. M.\044 Standley\044 J. & Cowie\044 B. A. (1984),0,,,,F,01/03/2013,0,SPETCHEL,01/03/2013,1009,SPETCHEL
8835,11,Aphanothece (colonies),Aphanothece (colonies) (Number of Cells/,,1,-0.00001,0,N,0,,APHA(2005)2130B; AS1006(1995); ASTM(2010)D3977-97; Hunter\044 H. M.\044 Standley\044 J. & Cowie\044 B. A. (1984),0,,,,F,01/03/2013,0,SPETCHEL,01/03/2013,1009,SPETCHEL
8835,12,Aphanothece (colonies),Aphanothece (colonies) (Number of Cells/,,1,-0.00001,0,N,0,,APHA(2005)2130B; AS1006(1995); ASTM(2010)D3977-97; Hunter\044 H. M.\044 Standley\044 J. & Cowie\044 B. A. (1984),0,,,,F,01/03/2013,0,SPETCHEL,01/03/2013,1009,SPETCHEL
8836,11,Aphanothece clanthrata,Aphanothece clanthrata (Number of Cells/,,1,-0.00001,0,N,0,,APHA(2005)2130B; AS1006(1995); ASTM(2010)D3977-97; Hunter\044 H. M.\044 Standley\044 J. & Cowie\044 B. A. (1984),0,,,,F,01/03/2013,0,SPETCHEL,01/03/2013,1009,SPETCHEL
8836,12,Aphanothece clanthrata,Aphanothece clanthrata (Number of Cells/,,1,-0.00001,0,N,0,,APHA(2005)2130B; AS1006(1995); ASTM(2010)D3977-97; Hunter\044 H. M.\044 Standley\044 J. & Cowie\044 B. A. (1984),0,,,,F,01/03/2013,0,SPETCHEL,01/03/2013,1009,SPETCHEL
8837,11,Chroococcus,Chroococcus (Number of Cells/m),,1,-0.00001,0,N,0,,APHA(2005)2130B; AS1006(1995); ASTM(2010)D3977-97; Hunter\044 H. M.\044 Standley\044 J. & Cowie\044 B. A. (1984),0,,,,F,01/03/2013,0,SPETCHEL,01/03/2013,1009,SPETCHEL
8837,12,Chroococcus,Chroococcus (Number of Cells/m),,1,-0.00001,0,N,0,,APHA(2005)2130B; AS1006(1995); ASTM(2010)D3977-97; Hunter\044 H. M.\044 Standley\044 J. & Cowie\044 B. A. (1984),0,,,,F,01/03/2013,0,SPETCHEL,01/03/2013,1009,SPETCHEL
8838,11,Coelosphaerium,Coelosphaerium (Number of Cells/m),,1,-0.00001,0,N,0,,APHA(2005)2130B; AS1006(1995); ASTM(2010)D3977-97; Hunter\044 H. M.\044 Standley\044 J. & Cowie\044 B. A. (1984),0,,,,F,01/03/2013,0,SPETCHEL,01/03/2013,1009,SPETCHEL
8838,12,Coelosphaerium,Coelosphaerium (Number of Cells/m),,1,-0.00001,0,N,0,,APHA(2005)2130B; AS1006(1995); ASTM(2010)D3977-97; Hunter\044 H. M.\044 Standley\044 J. & Cowie\044 B. A. (1984),0,,,,F,01/03/2013,0,SPETCHEL,01/03/2013,1009,SPETCHEL
8839,11,Dactylococcopsis,Dactylococcopsis (Number of Cells/m),,1,-0.00001,0,N,0,,APHA(2005)2130B; AS1006(1995); ASTM(2010)D3977-97; Hunter\044 H. M.\044 Standley\044 J. & Cowie\044 B. A. (1984),0,,,,F,01/03/2013,0,SPETCHEL,01/03/2013,1009,SPETCHEL
8839,12,Dactylococcopsis,Dactylococcopsis (Number of Cells/m),,1,-0.00001,0,N,0,,APHA(2005)2130B; AS1006(1995); ASTM(2010)D3977-97; Hunter\044 H. M.\044 Standley\044 J. & Cowie\044 B. A. (1984),0,,,,F,01/03/2013,0,SPETCHEL,01/03/2013,1009,SPETCHEL
8840,11,Gloeocapsa,Gloeocapsa (Number of Cells/m),,1,-0.00001,0,N,0,,APHA(2005)2130B; AS1006(1995); ASTM(2010)D3977-97; Hunter\044 H. M.\044 Standley\044 J. & Cowie\044 B. A. (1984),0,,,,F,01/03/2013,0,SPETCHEL,01/03/2013,1009,SPETCHEL
8840,12,Gloeocapsa,Gloeocapsa (Number of Cells/m),,1,-0.00001,0,N,0,,APHA(2005)2130B; AS1006(1995); ASTM(2010)D3977-97; Hunter\044 H. M.\044 Standley\044 J. & Cowie\044 B. A. (1984),0,,,,F,01/03/2013,0,SPETCHEL,01/03/2013,1009,SPETCHEL
8841,11,Gloeothece,Gloeothece (Number of Cells/m),,1,-0.00001,0,N,0,,APHA(2005)2130B; AS1006(1995); ASTM(2010)D3977-97; Hunter\044 H. M.\044 Standley\044 J. & Cowie\044 B. A. (1984),0,,,,F,01/03/2013,0,SPETCHEL,01/03/2013,1009,SPETCHEL
8841,12,Gloeothece,Gloeothece (Number of Cells/m),,1,-0.00001,0,N,0,,APHA(2005)2130B; AS1006(1995); ASTM(2010)D3977-97; Hunter\044 H. M.\044 Standley\044 J. & Cowie\044 B. A. (1984),0,,,,F,01/03/2013,0,SPETCHEL,01/03/2013,1009,SPETCHEL
8842,11,Gomphosphaeria,Gomphosphaeria (Number of Cells/m),,1,-0.00001,0,N,0,,APHA(2005)2130B; AS1006(1995); ASTM(2010)D3977-97; Hunter\044 H. M.\044 Standley\044 J. & Cowie\044 B. A. (1984),0,,,,F,01/03/2013,0,SPETCHEL,01/03/2013,1009,SPETCHEL
8842,12,Gomphosphaeria,Gomphosphaeria (Number of Cells/m),,1,-0.00001,0,N,0,,APHA(2005)2130B; AS1006(1995); ASTM(2010)D3977-97; Hunter\044 H. M.\044 Standley\044 J. & Cowie\044 B. A. (1984),0,,,,F,01/03/2013,0,SPETCHEL,01/03/2013,1009,SPETCHEL
8843,11,Merismopedia,Merismopedia (Number of Cells/m),,1,-0.00001,0,N,0,,APHA(2005)2130B; AS1006(1995); ASTM(2010)D3977-97; Hunter\044 H. M.\044 Standley\044 J. & Cowie\044 B. A. (1984),0,,,,F,01/03/2013,0,SPETCHEL,01/03/2013,1009,SPETCHEL
8843,12,Merismopedia,Merismopedia (Number of Cells/m),,1,-0.00001,0,N,0,,APHA(2005)2130B; AS1006(1995); ASTM(2010)D3977-97; Hunter\044 H. M.\044 Standley\044 J. & Cowie\044 B. A. (1984),0,,,,F,01/03/2013,0,SPETCHEL,01/03/2013,1009,SPETCHEL
8844,11,Merismopedia minima,Merismopedia minima (Number of Cells/m),,1,-0.00001,0,N,0,,APHA(2005)2130B; AS1006(1995); ASTM(2010)D3977-97; Hunter\044 H. M.\044 Standley\044 J. & Cowie\044 B. A. (1984),0,,,,F,01/03/2013,0,SPETCHEL,01/03/2013,1009,SPETCHEL
8844,12,Merismopedia minima,Merismopedia minima (Number of Cells/m),,1,-0.00001,0,N,0,,APHA(2005)2130B; AS1006(1995); ASTM(2010)D3977-97; Hunter\044 H. M.\044 Standley\044 J. & Cowie\044 B. A. (1984),0,,,,F,01/03/2013,0,SPETCHEL,01/03/2013,1009,SPETCHEL
8845,11,Microcystis (colony),Microcystis (colony) (Number of Cells/m),,1,-0.00001,0,N,0,,APHA(2005)2130B; AS1006(1995); ASTM(2010)D3977-97; Hunter\044 H. M.\044 Standley\044 J. & Cowie\044 B. A. (1984),0,,,,F,01/03/2013,0,SPETCHEL,01/03/2013,1009,SPETCHEL
8845,12,Microcystis (colony),Microcystis (colony) (Number of Cells/m),,1,-0.00001,0,N,0,,APHA(2005)2130B; AS1006(1995); ASTM(2010)D3977-97; Hunter\044 H. M.\044 Standley\044 J. & Cowie\044 B. A. (1984),0,,,,F,01/03/2013,0,SPETCHEL,01/03/2013,1009,SPETCHEL
8846,11,Microcystis,Microcystis (Number of Cells/m),,1,-0.00001,0,N,0,,APHA(2005)2130B; AS1006(1995); ASTM(2010)D3977-97; Hunter\044 H. M.\044 Standley\044 J. & Cowie\044 B. A. (1984),0,,,,F,01/03/2013,0,SPETCHEL,01/03/2013,1009,SPETCHEL
8846,12,Microcystis,Microcystis (Number of Cells/m),,1,-0.00001,0,N,0,,APHA(2005)2130B; AS1006(1995); ASTM(2010)D3977-97; Hunter\044 H. M.\044 Standley\044 J. & Cowie\044 B. A. (1984),0,,,,F,01/03/2013,0,SPETCHEL,01/03/2013,1009,SPETCHEL
8847,11,Microcystis aeruginosa,Microcystis aeruginosa (Number of Cells/,,1,-0.00001,0,N,0,,APHA(2005)2130B; AS1006(1995); ASTM(2010)D3977-97; Hunter\044 H. M.\044 Standley\044 J. & Cowie\044 B. A. (1984),0,,,,F,01/03/2013,0,SPETCHEL,01/03/2013,1009,SPETCHEL
8847,12,Microcystis aeruginosa,Microcystis aeruginosa (Number of Cells/,,1,-0.00001,0,N,0,,APHA(2005)2130B; AS1006(1995); ASTM(2010)D3977-97; Hunter\044 H. M.\044 Standley\044 J. & Cowie\044 B. A. (1984),0,,,,F,01/03/2013,0,SPETCHEL,01/03/2013,1009,SPETCHEL
8871,11,Order Nostocales - total count,Order Nostocales - total count (Number o,,1,-0.00001,0,N,0,,APHA(2005)2130B; AS1006(1995); ASTM(2010)D3977-97; Hunter\044 H. M.\044 Standley\044 J. & Cowie\044 B. A. (1984),0,,,,F,01/03/2013,0,SPETCHEL,01/03/2013,1009,SPETCHEL
8871,12,Order Nostocales - total count,Order Nostocales - total count (Number o,,1,-0.00001,0,N,0,,APHA(2005)2130B; AS1006(1995); ASTM(2010)D3977-97; Hunter\044 H. M.\044 Standley\044 J. & Cowie\044 B. A. (1984),0,,,,F,01/03/2013,0,SPETCHEL,01/03/2013,1009,SPETCHEL
8872,11,Order Nostocales - unknown genus,Order Nostocales - unknown genus (Number,,1,-0.00001,0,N,0,,APHA(2005)2130B; AS1006(1995); ASTM(2010)D3977-97; Hunter\044 H. M.\044 Standley\044 J. & Cowie\044 B. A. (1984),0,,,,F,01/03/2013,0,SPETCHEL,01/03/2013,1009,SPETCHEL
8872,12,Order Nostocales - unknown genus,Order Nostocales - unknown genus (Number,,1,-0.00001,0,N,0,,APHA(2005)2130B; AS1006(1995); ASTM(2010)D3977-97; Hunter\044 H. M.\044 Standley\044 J. & Cowie\044 B. A. (1984),0,,,,F,01/03/2013,0,SPETCHEL,01/03/2013,1009,SPETCHEL
8873,11,Anabaena,Anabaena (Number of Cells/m),,1,-0.00001,0,N,0,,APHA(2005)2130B; AS1006(1995); ASTM(2010)D3977-97; Hunter\044 H. M.\044 Standley\044 J. & Cowie\044 B. A. (1984),0,,,,F,01/03/2013,0,SPETCHEL,01/03/2013,1009,SPETCHEL
8873,12,Anabaena,Anabaena (Number of Cells/m),,1,-0.00001,0,N,0,,APHA(2005)2130B; AS1006(1995); ASTM(2010)D3977-97; Hunter\044 H. M.\044 Standley\044 J. & Cowie\044 B. A. (1984),0,,,,F,01/03/2013,0,SPETCHEL,01/03/2013,1009,SPETCHEL
8874,11,Anabaena affinis,Anabaena affinis (Number of Cells/m),,1,-0.00001,0,N,0,,APHA(2005)2130B; AS1006(1995); ASTM(2010)D3977-97; Hunter\044 H. M.\044 Standley\044 J. & Cowie\044 B. A. (1984),0,,,,F,01/03/2013,0,SPETCHEL,01/03/2013,1009,SPETCHEL
8874,12,Anabaena affinis,Anabaena affinis (Number of Cells/m),,1,-0.00001,0,N,0,,APHA(2005)2130B; AS1006(1995); ASTM(2010)D3977-97; Hunter\044 H. M.\044 Standley\044 J. & Cowie\044 B. A. (1984),0,,,,F,01/03/2013,0,SPETCHEL,01/03/2013,1009,SPETCHEL
8875,11,Anabaena aphanizomenoides,Anabaena aphanizomenoides (Number of Cel,,1,-0.00001,0,N,0,,APHA(2005)2130B; AS1006(1995); ASTM(2010)D3977-97; Hunter\044 H. M.\044 Standley\044 J. & Cowie\044 B. A. (1984),0,,,,F,01/03/2013,0,SPETCHEL,01/03/2013,1009,SPETCHEL
8875,12,Anabaena aphanizomenoides,Anabaena aphanizomenoides (Number of Cel,,1,-0.00001,0,N,0,,APHA(2005)2130B; AS1006(1995); ASTM(2010)D3977-97; Hunter\044 H. M.\044 Standley\044 J. & Cowie\044 B. A. (1984),0,,,,F,01/03/2013,0,SPETCHEL,01/03/2013,1009,SPETCHEL
8876,11,Anabaena bergii,Anabaena bergii (Number of Cells/m),,1,-0.00001,0,N,0,,APHA(2005)2130B; AS1006(1995); ASTM(2010)D3977-97; Hunter\044 H. M.\044 Standley\044 J. & Cowie\044 B. A. (1984),0,,,,F,01/03/2013,0,SPETCHEL,01/03/2013,1009,SPETCHEL
8876,12,Anabaena bergii,Anabaena bergii (Number of Cells/m),,1,-0.00001,0,N,0,,APHA(2005)2130B; AS1006(1995); ASTM(2010)D3977-97; Hunter\044 H. M.\044 Standley\044 J. & Cowie\044 B. A. (1984),0,,,,F,01/03/2013,0,SPETCHEL,01/03/2013,1009,SPETCHEL
8877,11,Anabaena circinalis,Anabaena circinalis (Number of Cells/m),,1,-0.00001,0,N,0,,APHA(2005)2130B; AS1006(1995); ASTM(2010)D3977-97; Hunter\044 H. M.\044 Standley\044 J. & Cowie\044 B. A. (1984),0,,,,F,01/03/2013,0,SPETCHEL,01/03/2013,1009,SPETCHEL
8877,12,Anabaena circinalis,Anabaena circinalis (Number of Cells/m),,1,-0.00001,0,N,0,,APHA(2005)2130B; AS1006(1995); ASTM(2010)D3977-97; Hunter\044 H. M.\044 Standley\044 J. & Cowie\044 B. A. (1984),0,,,,F,01/03/2013,0,SPETCHEL,01/03/2013,1009,SPETCHEL
8878,11,Anabaena cylindrica,Anabaena cylindrica (Number of Cells/m),,1,-0.00001,0,N,0,,APHA(2005)2130B; AS1006(1995); ASTM(2010)D3977-97; Hunter\044 H. M.\044 Standley\044 J. & Cowie\044 B. A. (1984),0,,,,F,01/03/2013,0,SPETCHEL,01/03/2013,1009,SPETCHEL
8878,12,Anabaena cylindrica,Anabaena cylindrica (Number of Cells/m),,1,-0.00001,0,N,0,,APHA(2005)2130B; AS1006(1995); ASTM(2010)D3977-97; Hunter\044 H. M.\044 Standley\044 J. & Cowie\044 B. A. (1984),0,,,,F,01/03/2013,0,SPETCHEL,01/03/2013,1009,SPETCHEL
8879,11,Anabaena flos-aquae var. 1,Anabaena flos-aquae var. 1 (Number of Ce,,1,-0.00001,0,N,0,,APHA(2005)2130B; AS1006(1995); ASTM(2010)D3977-97; Hunter\044 H. M.\044 Standley\044 J. & Cowie\044 B. A. (1984),0,,,,F,01/03/2013,0,SPETCHEL,01/03/2013,1009,SPETCHEL
8879,12,Anabaena flos-aquae var. 1,Anabaena flos-aquae var. 1 (Number of Ce,,1,-0.00001,0,N,0,,APHA(2005)2130B; AS1006(1995); ASTM(2010)D3977-97; Hunter\044 H. M.\044 Standley\044 J. & Cowie\044 B. A. (1984),0,,,,F,01/03/2013,0,SPETCHEL,01/03/2013,1009,SPETCHEL
8880,11,Anabaena flos-aquae var. 2,Anabaena flos-aquae var. 2 (Number of Ce,,1,-0.00001,0,N,0,,APHA(2005)2130B; AS1006(1995); ASTM(2010)D3977-97; Hunter\044 H. M.\044 Standley\044 J. & Cowie\044 B. A. (1984),0,,,,F,01/03/2013,0,SPETCHEL,01/03/2013,1009,SPETCHEL
8880,12,Anabaena flos-aquae var. 2,Anabaena flos-aquae var. 2 (Number of Ce,,1,-0.00001,0,N,0,,APHA(2005)2130B; AS1006(1995); ASTM(2010)D3977-97; Hunter\044 H. M.\044 Standley\044 J. & Cowie\044 B. A. (1984),0,,,,F,01/03/2013,0,SPETCHEL,01/03/2013,1009,SPETCHEL
8881,11,Anabaena inaequalis,Anabaena inaequalis (Number of Cells/m),,1,-0.00001,0,N,0,,APHA(2005)2130B; AS1006(1995); ASTM(2010)D3977-97; Hunter\044 H. M.\044 Standley\044 J. & Cowie\044 B. A. (1984),0,,,,F,01/03/2013,0,SPETCHEL,01/03/2013,1009,SPETCHEL
8881,12,Anabaena inaequalis,Anabaena inaequalis (Number of Cells/m),,1,-0.00001,0,N,0,,APHA(2005)2130B; AS1006(1995); ASTM(2010)D3977-97; Hunter\044 H. M.\044 Standley\044 J. & Cowie\044 B. A. (1984),0,,,,F,01/03/2013,0,SPETCHEL,01/03/2013,1009,SPETCHEL
8882,11,Anabaena laxa,Anabaena laxa (Number of Cells/m),,1,-0.00001,0,N,0,,APHA(2005)2130B; AS1006(1995); ASTM(2010)D3977-97; Hunter\044 H. M.\044 Standley\044 J. & Cowie\044 B. A. (1984),0,,,,F,01/03/2013,0,SPETCHEL,01/03/2013,1009,SPETCHEL
8882,12,Anabaena laxa,Anabaena laxa (Number of Cells/m),,1,-0.00001,0,N,0,,APHA(2005)2130B; AS1006(1995); ASTM(2010)D3977-97; Hunter\044 H. M.\044 Standley\044 J. & Cowie\044 B. A. (1984),0,,,,F,01/03/2013,0,SPETCHEL,01/03/2013,1009,SPETCHEL
8883,11,Anabaena limnetica,Anabaena limnetica (Number of Cells/m),,1,-0.00001,0,N,0,,APHA(2005)2130B; AS1006(1995); ASTM(2010)D3977-97; Hunter\044 H. M.\044 Standley\044 J. & Cowie\044 B. A. (1984),0,,,,F,01/03/2013,0,SPETCHEL,01/03/2013,1009,SPETCHEL
8883,12,Anabaena limnetica,Anabaena limnetica (Number of Cells/m),,1,-0.00001,0,N,0,,APHA(2005)2130B; AS1006(1995); ASTM(2010)D3977-97; Hunter\044 H. M.\044 Standley\044 J. & Cowie\044 B. A. (1984),0,,,,F,01/03/2013,0,SPETCHEL,01/03/2013,1009,SPETCHEL
8884,11,Anabaena macrospora,Anabaena macrospora (Number of Cells/m),,1,-0.00001,0,N,0,,APHA(2005)2130B; AS1006(1995); ASTM(2010)D3977-97; Hunter\044 H. M.\044 Standley\044 J. & Cowie\044 B. A. (1984),0,,,,F,01/03/2013,0,SPETCHEL,01/03/2013,1009,SPETCHEL
8884,12,Anabaena macrospora,Anabaena macrospora (Number of Cells/m),,1,-0.00001,0,N,0,,APHA(2005)2130B; AS1006(1995); ASTM(2010)D3977-97; Hunter\044 H. M.\044 Standley\044 J. & Cowie\044 B. A. (1984),0,,,,F,01/03/2013,0,SPETCHEL,01/03/2013,1009,SPETCHEL
8885,11,Anabaena oscillarioides,Anabaena oscillarioides (Number of Cells,,1,-0.00001,0,N,0,,APHA(2005)2130B; AS1006(1995); ASTM(2010)D3977-97; Hunter\044 H. M.\044 Standley\044 J. & Cowie\044 B. A. (1984),0,,,,F,01/03/2013,0,SPETCHEL,01/03/2013,1009,SPETCHEL
8885,12,Anabaena oscillarioides,Anabaena oscillarioides (Number of Cells,,1,-0.00001,0,N,0,,APHA(2005)2130B; AS1006(1995); ASTM(2010)D3977-97; Hunter\044 H. M.\044 Standley\044 J. & Cowie\044 B. A. (1984),0,,,,F,01/03/2013,0,SPETCHEL,01/03/2013,1009,SPETCHEL
8886,11,Anabaena plantonica,Anabaena plantonica (Number of Cells/m),,1,-0.00001,0,N,0,,APHA(2005)2130B; AS1006(1995); ASTM(2010)D3977-97; Hunter\044 H. M.\044 Standley\044 J. & Cowie\044 B. A. (1984),0,,,,F,01/03/2013,0,SPETCHEL,01/03/2013,1009,SPETCHEL
8886,12,Anabaena plantonica,Anabaena plantonica (Number of Cells/m),,1,-0.00001,0,N,0,,APHA(2005)2130B; AS1006(1995); ASTM(2010)D3977-97; Hunter\044 H. M.\044 Standley\044 J. & Cowie\044 B. A. (1984),0,,,,F,01/03/2013,0,SPETCHEL,01/03/2013,1009,SPETCHEL
8887,11,Anabaena solitaria,Anabaena solitaria (Number of Cells/m),,1,-0.00001,0,N,0,,APHA(2005)2130B; AS1006(1995); ASTM(2010)D3977-97; Hunter\044 H. M.\044 Standley\044 J. & Cowie\044 B. A. (1984),0,,,,F,01/03/2013,0,SPETCHEL,01/03/2013,1009,SPETCHEL
8887,12,Anabaena solitaria,Anabaena solitaria (Number of Cells/m),,1,-0.00001,0,N,0,,APHA(2005)2130B; AS1006(1995); ASTM(2010)D3977-97; Hunter\044 H. M.\044 Standley\044 J. & Cowie\044 B. A. (1984),0,,,,F,01/03/2013,0,SPETCHEL,01/03/2013,1009,SPETCHEL
8888,11,Anabaena spiroides,Anabaena spiroides (Number of Cells/m),,1,-0.00001,0,N,0,,APHA(2005)2130B; AS1006(1995); ASTM(2010)D3977-97; Hunter\044 H. M.\044 Standley\044 J. & Cowie\044 B. A. (1984),0,,,,F,01/03/2013,0,SPETCHEL,01/03/2013,1009,SPETCHEL
8888,12,Anabaena spiroides,Anabaena spiroides (Number of Cells/m),,1,-0.00001,0,N,0,,APHA(2005)2130B; AS1006(1995); ASTM(2010)D3977-97; Hunter\044 H. M.\044 Standley\044 J. & Cowie\044 B. A. (1984),0,,,,F,01/03/2013,0,SPETCHEL,01/03/2013,1009,SPETCHEL
8889,11,Anabaena spiroides var. 1,Anabaena spiroides var. 1 (Number of Cel,,1,-0.00001,0,N,0,,APHA(2005)2130B; AS1006(1995); ASTM(2010)D3977-97; Hunter\044 H. M.\044 Standley\044 J. & Cowie\044 B. A. (1984),0,,,,F,01/03/2013,0,SPETCHEL,01/03/2013,1009,SPETCHEL
8889,12,Anabaena spiroides var. 1,Anabaena spiroides var. 1 (Number of Cel,,1,-0.00001,0,N,0,,APHA(2005)2130B; AS1006(1995); ASTM(2010)D3977-97; Hunter\044 H. M.\044 Standley\044 J. & Cowie\044 B. A. (1984),0,,,,F,01/03/2013,0,SPETCHEL,01/03/2013,1009,SPETCHEL
8890,11,Anabaena spiroides var. 2,Anabaena spiroides var. 2 (Number of Cel,,1,-0.00001,0,N,0,,APHA(2005)2130B; AS1006(1995); ASTM(2010)D3977-97; Hunter\044 H. M.\044 Standley\044 J. & Cowie\044 B. A. (1984),0,,,,F,01/03/2013,0,SPETCHEL,01/03/2013,1009,SPETCHEL
8890,12,Anabaena spiroides var. 2,Anabaena spiroides var. 2 (Number of Cel,,1,-0.00001,0,N,0,,APHA(2005)2130B; AS1006(1995); ASTM(2010)D3977-97; Hunter\044 H. M.\044 Standley\044 J. & Cowie\044 B. A. (1984),0,,,,F,01/03/2013,0,SPETCHEL,01/03/2013,1009,SPETCHEL
